gbifid	datasetkey	species	scientificname	countrycode	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	day	month	year	basisofrecord	institutioncode	issue
208203680	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203681	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203682	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203683	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203684	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203685	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203686	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.533298	35.783298	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203706	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	31.85	35.700001	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203707	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.333302	35.666698	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203708	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.333302	35.666698	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203709	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.533298	35.783298	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203710	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203711	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	31.7833	35.900002	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203712	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203713	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203714	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.349998	35.666698	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203715	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.349998	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203716	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.466702	35.833302	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203717	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.400002	35.783298	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203718	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203719	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203720	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203721	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	31.7833	35.900002	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203722	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.466702	35.833302	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203723	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.533298	35.783298	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203724	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.349998	35.666698	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203725	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203726	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.333302	35.666698	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203728	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.466702	35.833302	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203729	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.383301	35.6833	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203730	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.516701	35.8167	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203731	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.466702	35.833302	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203732	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.466702	35.833302	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203733	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.383301	35.6833	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203734	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.383301	35.6833	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203735	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.349998	35.666698	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203736	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.466702	35.833302	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203737	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.400002	35.8167	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203738	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.333302	35.666698	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203739	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.349998	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203740	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	31.766701	35.883301	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203741	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.0667	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203742	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.033298	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203743	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.033298	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203744	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	31.85	35.766701	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203745	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	31.75	35.8167	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203746	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.099998	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203747	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.049999	35.666698	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203748	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.049999	35.666698	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203749	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.650002	35.966702	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203750	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.650002	35.966702	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203751	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.5	36	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203752	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.416698	35.75	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203753	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.400002	35.866699	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203756	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	38.3167	39.799999	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203759	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.416698	35.766701	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203761	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	31.7833	35.900002	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203762	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	38.3167	39.799999	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203765	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	SY	32.812199	36.406101	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203770	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.516701	35.833302	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203771	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.299999	35.916698	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203772	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.366699	35.916698	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203773	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	31.85	35.799999	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203774	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	31.8333	35.833302	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203775	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.25	35.783298	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
208203776	96867b98-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	JO	32.383301	35.783298	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	ITA303	"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID"
